"","mNeighborhood","YearMonth","Gun","Any.Weapon","Num.Crimes"
"2111","Fair Haven Heights",200810,"0",0,89
"2112","Hill",200810,"0",0,532
"2113","Long Wharf",200810,"0",0,124
"2114","Newhallville",200810,"0",0,192
"2115","Prospect Hill",200810,"0",0,36
"2116","Quinnipiac",200810,"0",0,110
"2117","West River",200810,"0",0,135
"2118","West Rock",200810,"0",0,107
"2119","Westville",200810,"0",0,68
"2120","Wooster Square/Mill River",200810,"0",0,173
"2121","Amity",200811,"0",0,115
"2122","Annex",200811,"0",0,82
"2123","Beaver Hills",200811,"0",0,87
"2124","Dixwell",200811,"0",0,158
"2125","Downtown",200811,"0",0,406
"2126","Dwight",200811,"0",0,179
"2127","East Rock",200811,"0",0,131
"2128","East Shore",200811,"0",0,38
"2129","Edgewood",200811,"0",0,144
"2130","Fair Haven",200811,"0",0,394
"2131","Fair Haven Heights",200811,"0",0,74
"2132","Hill",200811,"0",0,502
"2133","Long Wharf",200811,"0",0,122
"2134","Newhallville",200811,"0",0,225
"2135","Prospect Hill",200811,"0",0,44
"2136","Quinnipiac",200811,"0",0,106
"2137","West River",200811,"0",0,124
"2138","West Rock",200811,"0",0,112
"2139","Westville",200811,"0",0,59
"2140","Wooster Square/Mill River",200811,"0",0,143
"2141","Amity",200812,"0",0,105
"2142","Annex",200812,"0",0,105
"2143","Beaver Hills",200812,"0",0,96
"2144","Dixwell",200812,"0",0,138
"2145","Downtown",200812,"0",0,304
"2146","Dwight",200812,"0",0,152
"2147","East Rock",200812,"0",0,98
"2148","East Shore",200812,"0",0,29
"2149","Edgewood",200812,"0",0,151
"2150","Fair Haven",200812,"0",0,404
"2151","Fair Haven Heights",200812,"0",0,90
"2152","Hill",200812,"0",0,434
"2153","Long Wharf",200812,"0",0,90
"2154","Newhallville",200812,"0",0,177
"2155","Prospect Hill",200812,"0",0,37
"2156","Quinnipiac",200812,"0",0,90
"2157","West River",200812,"0",0,137
"2158","West Rock",200812,"0",0,102
"2159","Westville",200812,"0",0,53
"2160","Wooster Square/Mill River",200812,"0",0,111
"2161","Amity",200901,"0",0,114
"2162","Annex",200901,"0",0,116
"2163","Beaver Hills",200901,"0",0,105
"2164","Dixwell",200901,"0",0,160
"2165","Downtown",200901,"0",0,380
"2166","Dwight",200901,"0",0,151
"2167","East Rock",200901,"0",0,126
"2168","East Shore",200901,"0",0,21
"2169","Edgewood",200901,"0",0,126
"2170","Fair Haven",200901,"0",0,443
"2171","Fair Haven Heights",200901,"0",0,108
"2172","Hill",200901,"0",0,509
"2173","Long Wharf",200901,"0",0,105
"2174","Newhallville",200901,"0",0,174
"2175","Prospect Hill",200901,"0",0,38
"2176","Quinnipiac",200901,"0",0,139
"2177","West River",200901,"0",0,130
"2178","West Rock",200901,"0",0,99
"2179","Westville",200901,"0",0,61
"2180","Wooster Square/Mill River",200901,"0",0,146
"2181","Amity",200902,"0",0,116
"2182","Annex",200902,"0",0,97
"2183","Beaver Hills",200902,"0",0,68
"2184","Dixwell",200902,"0",0,136
"2185","Downtown",200902,"0",0,348
"2186","Dwight",200902,"0",0,187
"2187","East Rock",200902,"0",0,117
"2188","East Shore",200902,"0",0,29
"2189","Edgewood",200902,"0",0,138
"2190","Fair Haven",200902,"0",0,394
"2191","Fair Haven Heights",200902,"0",0,64
"2192","Hill",200902,"0",0,500
"2193","Long Wharf",200902,"0",0,117
"2194","Newhallville",200902,"0",0,174
"2195","Prospect Hill",200902,"0",0,53
"2196","Quinnipiac",200902,"0",0,101
"2197","West River",200902,"0",0,136
"2198","West Rock",200902,"0",0,113
"2199","Westville",200902,"0",0,68
"2200","Wooster Square/Mill River",200902,"0",0,126
"2201","Amity",200903,"0",0,110
"2202","Annex",200903,"0",0,101
"2203","Beaver Hills",200903,"0",0,106
"2204","Dixwell",200903,"0",0,152
"2205","Downtown",200903,"0",0,412
"2206","Dwight",200903,"0",0,179
"2207","East Rock",200903,"0",0,105
"2208","East Shore",200903,"0",0,47
"2209","Edgewood",200903,"0",0,146
"2210","Fair Haven",200903,"0",0,387
"2211","Fair Haven Heights",200903,"0",0,61
"2212","Hill",200903,"0",0,501
"2213","Long Wharf",200903,"0",0,117
"2214","Newhallville",200903,"0",0,207
"2215","Prospect Hill",200903,"0",0,38
"2216","Quinnipiac",200903,"0",0,90
"2217","West River",200903,"0",0,152
"2218","West Rock",200903,"0",0,109
"2219","Westville",200903,"0",0,81
"2220","Wooster Square/Mill River",200903,"0",0,112
"2221","Amity",200904,"0",0,129
"2222","Annex",200904,"0",0,93
"2223","Beaver Hills",200904,"0",0,109
"2224","Dixwell",200904,"0",0,128
"2225","Downtown",200904,"0",0,296
"2226","Dwight",200904,"0",0,166
"2227","East Rock",200904,"0",0,98
"2228","East Shore",200904,"0",0,42
"2229","Edgewood",200904,"0",0,154
"2230","Fair Haven",200904,"0",0,384
"2231","Fair Haven Heights",200904,"0",0,89
"2232","Hill",200904,"0",0,498
"2233","Long Wharf",200904,"0",0,108
"2234","Newhallville",200904,"0",0,198
"2235","Prospect Hill",200904,"0",0,46
"2236","Quinnipiac",200904,"0",0,124
"2237","West River",200904,"0",0,140
"2238","West Rock",200904,"0",0,112
"2239","Westville",200904,"0",0,78
"2240","Wooster Square/Mill River",200904,"0",0,113
"2241","Amity",200905,"0",0,98
"2242","Annex",200905,"0",0,118
"2243","Beaver Hills",200905,"0",0,126
"2244","Dixwell",200905,"0",0,127
"2245","Downtown",200905,"0",0,361
"2246","Dwight",200905,"0",0,190
"2247","East Rock",200905,"0",0,91
"2248","East Shore",200905,"0",0,51
"2249","Edgewood",200905,"0",0,187
"2250","Fair Haven",200905,"0",0,429
"2251","Fair Haven Heights",200905,"0",0,98
"2252","Hill",200905,"0",0,562
"2253","Long Wharf",200905,"0",0,120
"2254","Newhallville",200905,"0",0,207
"2255","Prospect Hill",200905,"0",0,48
"2256","Quinnipiac",200905,"0",0,124
"2257","West River",200905,"0",0,161
"2258","West Rock",200905,"0",0,118
"2259","Westville",200905,"0",0,89
"2260","Wooster Square/Mill River",200905,"0",0,112
"2261","Amity",200906,"0",0,116
"2262","Annex",200906,"0",0,105
"2263","Beaver Hills",200906,"0",0,111
"2264","Dixwell",200906,"0",0,156
"2265","Downtown",200906,"0",0,330
"2266","Dwight",200906,"0",0,205
"2267","East Rock",200906,"0",0,124
"2268","East Shore",200906,"0",0,57
"2269","Edgewood",200906,"0",0,176
"2270","Fair Haven",200906,"0",0,481
"2271","Fair Haven Heights",200906,"0",0,89
"2272","Hill",200906,"0",0,550
"2273","Long Wharf",200906,"0",0,136
"2274","Newhallville",200906,"0",0,237
"2275","Prospect Hill",200906,"0",0,58
"2276","Quinnipiac",200906,"0",0,120
"2277","West River",200906,"0",0,178
"2278","West Rock",200906,"0",0,84
"2279","Westville",200906,"0",0,100
"2280","Wooster Square/Mill River",200906,"0",0,138
"2281","Amity",200907,"0",0,124
"2282","Annex",200907,"0",0,113
"2283","Beaver Hills",200907,"0",0,105
"2284","Dixwell",200907,"0",0,192
"2285","Downtown",200907,"0",0,358
"2286","Dwight",200907,"0",0,205
"2287","East Rock",200907,"0",0,106
"2288","East Shore",200907,"0",0,56
"2289","Edgewood",200907,"0",0,157
"2290","Fair Haven",200907,"0",0,444
"2291","Fair Haven Heights",200907,"0",0,101
"2292","Hill",200907,"0",0,650
"2293","Long Wharf",200907,"0",0,160
"2294","Newhallville",200907,"0",0,261
"2295","Prospect Hill",200907,"0",0,47
"2296","Quinnipiac",200907,"0",0,158
"2297","West River",200907,"0",0,135
"2298","West Rock",200907,"0",0,111
"2299","Westville",200907,"0",0,79
"2300","Wooster Square/Mill River",200907,"0",0,104
"2301","Amity",200908,"0",0,120
"2302","Annex",200908,"0",0,129
"2303","Beaver Hills",200908,"0",0,114
"2304","Dixwell",200908,"0",0,149
"2305","Downtown",200908,"0",0,376
"2306","Dwight",200908,"0",0,245
"2307","East Rock",200908,"0",0,132
"2308","East Shore",200908,"0",0,59
"2309","Edgewood",200908,"0",0,162
"2310","Fair Haven",200908,"0",0,414
"2311","Fair Haven Heights",200908,"0",0,116
"2312","Hill",200908,"0",0,604
"2313","Long Wharf",200908,"0",0,164
"2314","Newhallville",200908,"0",0,270
"2315","Prospect Hill",200908,"0",0,44
"2316","Quinnipiac",200908,"0",0,151
"2317","West River",200908,"0",0,181
"2318","West Rock",200908,"0",0,98
"2319","Westville",200908,"0",0,91
"2320","Wooster Square/Mill River",200908,"0",0,139
"2321","Amity",200909,"0",0,107
"2322","Annex",200909,"0",0,131
"2323","Beaver Hills",200909,"0",0,109
"2324","Dixwell",200909,"0",0,141
"2325","Downtown",200909,"0",0,407
"2326","Dwight",200909,"0",0,190
"2327","East Rock",200909,"0",0,131
"2328","East Shore",200909,"0",0,30
"2329","Edgewood",200909,"0",0,137
"2330","Fair Haven",200909,"0",0,524
"2331","Fair Haven Heights",200909,"0",0,99
"2332","Hill",200909,"0",0,615
"2333","Long Wharf",200909,"0",0,131
"2334","Newhallville",200909,"0",0,209
"2335","Prospect Hill",200909,"0",0,42
"2336","Quinnipiac",200909,"0",0,125
"2337","West River",200909,"0",0,183
"2338","West Rock",200909,"0",0,101
"2339","Westville",200909,"0",0,68
"2340","Wooster Square/Mill River",200909,"0",0,138
"2341","Amity",200910,"0",0,81
"2342","Annex",200910,"0",0,117
"2343","Beaver Hills",200910,"0",0,110
"2344","Dixwell",200910,"0",0,173
"2345","Downtown",200910,"0",0,332
"2346","Dwight",200910,"0",0,161
"2347","East Rock",200910,"0",0,89
"2348","East Shore",200910,"0",0,28
"2349","Edgewood",200910,"0",0,147
"2350","Fair Haven",200910,"0",0,422
"2351","Fair Haven Heights",200910,"0",0,110
"2352","Hill",200910,"0",0,643
"2353","Long Wharf",200910,"0",0,129
"2354","Newhallville",200910,"0",0,250
"2355","Prospect Hill",200910,"0",0,64
"2356","Quinnipiac",200910,"0",0,151
"2357","West River",200910,"0",0,168
"2358","West Rock",200910,"0",0,123
"2359","Westville",200910,"0",0,61
"2360","Wooster Square/Mill River",200910,"0",0,118
"2361","Amity",200911,"0",0,114
"2362","Annex",200911,"0",0,115
"2363","Beaver Hills",200911,"0",0,97
"2364","Dixwell",200911,"0",0,145
"2365","Downtown",200911,"0",0,351
"2366","Dwight",200911,"0",0,177
"2367","East Rock",200911,"0",0,93
"2368","East Shore",200911,"0",0,39
"2369","Edgewood",200911,"0",0,160
"2370","Fair Haven",200911,"0",0,350
"2371","Fair Haven Heights",200911,"0",0,91
"2372","Hill",200911,"0",0,529
"2373","Long Wharf",200911,"0",0,100
"2374","Newhallville",200911,"0",0,238
"2375","Prospect Hill",200911,"0",0,48
"2376","Quinnipiac",200911,"0",0,163
"2377","West River",200911,"0",0,168
"2378","West Rock",200911,"0",0,84
"2379","Westville",200911,"0",0,56
"2380","Wooster Square/Mill River",200911,"0",0,85
"2381","Amity",200912,"0",0,118
"2382","Annex",200912,"0",0,82
"2383","Beaver Hills",200912,"0",0,104
"2384","Dixwell",200912,"0",0,134
"2385","Downtown",200912,"0",0,269
"2386","Dwight",200912,"0",0,159
"2387","East Rock",200912,"0",0,79
"2388","East Shore",200912,"0",0,50
"2389","Edgewood",200912,"0",0,149
"2390","Fair Haven",200912,"0",0,329
"2391","Fair Haven Heights",200912,"0",0,79
"2392","Hill",200912,"0",0,423
"2393","Long Wharf",200912,"0",0,101
"2394","Newhallville",200912,"0",0,174
"2395","Prospect Hill",200912,"0",0,31
"2396","Quinnipiac",200912,"0",0,113
"2397","West River",200912,"0",0,150
"2398","West Rock",200912,"0",0,95
"2399","Westville",200912,"0",0,49
"2400","Wooster Square/Mill River",200912,"0",0,105
"2401","Amity",201001,"0",0,109
"2402","Annex",201001,"0",0,92
"2403","Beaver Hills",201001,"0",0,105
"2404","Dixwell",201001,"0",0,137
"2405","Downtown",201001,"0",0,321
"2406","Dwight",201001,"0",0,235
"2407","East Rock",201001,"0",0,128
"2408","East Shore",201001,"0",0,30
"2409","Edgewood",201001,"0",0,154
"2410","Fair Haven",201001,"0",0,361
"2411","Fair Haven Heights",201001,"0",0,89
"2412","Hill",201001,"0",0,478
"2413","Long Wharf",201001,"0",0,123
"2414","Newhallville",201001,"0",0,250
"2415","Prospect Hill",201001,"0",0,40
"2416","Quinnipiac",201001,"0",0,110
"2417","West River",201001,"0",0,155
"2418","West Rock",201001,"0",0,66
"2419","Westville",201001,"0",0,70
"2420","Wooster Square/Mill River",201001,"0",0,116
"2421","Amity",201002,"0",0,91
"2422","Annex",201002,"0",0,77
"2423","Beaver Hills",201002,"0",0,77
"2424","Dixwell",201002,"0",0,127
"2425","Downtown",201002,"0",0,297
"2426","Dwight",201002,"0",0,180
"2427","East Rock",201002,"0",0,85
"2428","East Shore",201002,"0",0,32
"2429","Edgewood",201002,"0",0,116
"2430","Fair Haven",201002,"0",0,331
"2431","Fair Haven Heights",201002,"0",0,79
"2432","Hill",201002,"0",0,425
"2433","Long Wharf",201002,"0",0,136
"2434","Newhallville",201002,"0",0,179
"2435","Prospect Hill",201002,"0",0,45
"2436","Quinnipiac",201002,"0",0,112
"2437","West River",201002,"0",0,113
"2438","West Rock",201002,"0",0,73
"2439","Westville",201002,"0",0,56
"2440","Wooster Square/Mill River",201002,"0",0,105
"2441","Amity",201003,"0",0,114
"2442","Annex",201003,"0",0,120
"2443","Beaver Hills",201003,"0",0,90
"2444","Dixwell",201003,"0",0,143
"2445","Downtown",201003,"0",0,372
"2446","Dwight",201003,"0",0,163
"2447","East Rock",201003,"0",0,101
"2448","East Shore",201003,"0",0,39
"2449","Edgewood",201003,"0",0,151
"2450","Fair Haven",201003,"0",0,375
"2451","Fair Haven Heights",201003,"0",0,87
"2452","Hill",201003,"0",0,509
"2453","Long Wharf",201003,"0",0,119
"2454","Newhallville",201003,"0",0,218
"2455","Prospect Hill",201003,"0",0,31
"2456","Quinnipiac",201003,"0",0,130
"2457","West River",201003,"0",0,146
"2458","West Rock",201003,"0",0,106
"2459","Westville",201003,"0",0,69
"2460","Wooster Square/Mill River",201003,"0",0,141
"2461","Amity",201004,"0",0,112
"2462","Annex",201004,"0",0,116
"2463","Beaver Hills",201004,"0",0,111
"2464","Dixwell",201004,"0",0,162
"2465","Downtown",201004,"0",0,413
"2466","Dwight",201004,"0",0,236
"2467","East Rock",201004,"0",0,113
"2468","East Shore",201004,"0",0,40
"2469","Edgewood",201004,"0",0,153
"2470","Fair Haven",201004,"0",0,420
"2471","Fair Haven Heights",201004,"0",0,110
"2472","Hill",201004,"0",0,547
"2473","Long Wharf",201004,"0",0,143
"2474","Newhallville",201004,"0",0,298
"2475","Prospect Hill",201004,"0",0,50
"2476","Quinnipiac",201004,"0",0,143
"2477","West River",201004,"0",0,167
"2478","West Rock",201004,"0",0,137
"2479","Westville",201004,"0",0,70
"2480","Wooster Square/Mill River",201004,"0",0,135
"2481","Amity",201005,"0",0,124
"2482","Annex",201005,"0",0,145
"2483","Beaver Hills",201005,"0",0,126
"2484","Dixwell",201005,"0",0,152
"2485","Downtown",201005,"0",0,322
"2486","Dwight",201005,"0",0,216
"2487","East Rock",201005,"0",0,128
"2488","East Shore",201005,"0",0,40
"2489","Edgewood",201005,"0",0,141
"2490","Fair Haven",201005,"0",0,402
"2491","Fair Haven Heights",201005,"0",0,94
"2492","Hill",201005,"0",0,569
"2493","Long Wharf",201005,"0",0,122
"2494","Newhallville",201005,"0",0,273
"2495","Prospect Hill",201005,"0",0,52
"2496","Quinnipiac",201005,"0",0,139
"2497","West River",201005,"0",0,134
"2498","West Rock",201005,"0",0,116
"2499","Westville",201005,"0",0,55
"2500","Wooster Square/Mill River",201005,"0",0,127
"2501","Amity",201006,"0",0,175
"2502","Annex",201006,"0",0,124
"2503","Beaver Hills",201006,"0",0,120
"2504","Dixwell",201006,"0",0,168
"2505","Downtown",201006,"0",0,258
"2506","Dwight",201006,"0",0,191
"2507","East Rock",201006,"0",0,95
"2508","East Shore",201006,"0",0,32
"2509","Edgewood",201006,"0",0,176
"2510","Fair Haven",201006,"0",0,440
"2511","Fair Haven Heights",201006,"0",0,83
"2512","Hill",201006,"0",0,546
"2513","Long Wharf",201006,"0",0,108
"2514","Newhallville",201006,"0",0,241
"2515","Prospect Hill",201006,"0",0,47
"2516","Quinnipiac",201006,"0",0,151
"2517","West River",201006,"0",0,175
"2518","West Rock",201006,"0",0,105
"2519","Westville",201006,"0",0,52
"2520","Wooster Square/Mill River",201006,"0",0,100
"2521","Amity",201007,"0",0,125
"2522","Annex",201007,"0",0,135
"2523","Beaver Hills",201007,"0",0,104
"2524","Dixwell",201007,"0",0,170
"2525","Downtown",201007,"0",0,355
"2526","Dwight",201007,"0",0,214
"2527","East Rock",201007,"0",0,104
"2528","East Shore",201007,"0",0,56
"2529","Edgewood",201007,"0",0,157
"2530","Fair Haven",201007,"0",0,486
"2531","Fair Haven Heights",201007,"0",0,96
"2532","Hill",201007,"0",0,580
"2533","Long Wharf",201007,"0",0,131
"2534","Newhallville",201007,"0",0,267
"2535","Prospect Hill",201007,"0",0,43
"2536","Quinnipiac",201007,"0",0,166
"2537","West River",201007,"0",0,175
"2538","West Rock",201007,"0",0,99
"2539","Westville",201007,"0",0,48
"2540","Wooster Square/Mill River",201007,"0",0,145
"2541","Amity",201008,"0",0,138
"2542","Annex",201008,"0",0,171
"2543","Beaver Hills",201008,"0",0,124
"2544","Dixwell",201008,"0",0,145
"2545","Downtown",201008,"0",0,351
"2546","Dwight",201008,"0",0,195
"2547","East Rock",201008,"0",0,110
"2548","East Shore",201008,"0",0,54
"2549","Edgewood",201008,"0",0,174
"2550","Fair Haven",201008,"0",0,561
"2551","Fair Haven Heights",201008,"0",0,117
"2552","Hill",201008,"0",0,613
"2553","Long Wharf",201008,"0",0,144
"2554","Newhallville",201008,"0",0,251
"2555","Prospect Hill",201008,"0",0,43
"2556","Quinnipiac",201008,"0",0,159
"2557","West River",201008,"0",0,145
"2558","West Rock",201008,"0",0,93
"2559","Westville",201008,"0",0,75
"2560","Wooster Square/Mill River",201008,"0",0,163
"2561","Amity",201009,"0",0,97
"2562","Annex",201009,"0",0,131
"2563","Beaver Hills",201009,"0",0,97
"2564","Dixwell",201009,"0",0,146
"2565","Downtown",201009,"0",0,374
"2566","Dwight",201009,"0",0,163
"2567","East Rock",201009,"0",0,133
"2568","East Shore",201009,"0",0,51
"2569","Edgewood",201009,"0",0,132
"2570","Fair Haven",201009,"0",0,457
"2571","Fair Haven Heights",201009,"0",0,134
"2572","Hill",201009,"0",0,535
"2573","Long Wharf",201009,"0",0,131
"2574","Newhallville",201009,"0",0,215
"2575","Prospect Hill",201009,"0",0,29
"2576","Quinnipiac",201009,"0",0,139
"2577","West River",201009,"0",0,157
"2578","West Rock",201009,"0",0,88
"2579","Westville",201009,"0",0,61
"2580","Wooster Square/Mill River",201009,"0",0,163
"2581","Amity",201010,"0",0,112
"2582","Annex",201010,"0",0,150
"2583","Beaver Hills",201010,"0",0,82
"2584","Dixwell",201010,"0",0,123
"2585","Downtown",201010,"0",0,290
"2586","Dwight",201010,"0",0,145
"2587","East Rock",201010,"0",0,145
"2588","East Shore",201010,"0",0,43
"2589","Edgewood",201010,"0",0,130
"2590","Fair Haven",201010,"0",0,424
"2591","Fair Haven Heights",201010,"0",0,99
"2592","Hill",201010,"0",0,607
"2593","Long Wharf",201010,"0",0,108
"2594","Newhallville",201010,"0",0,210
"2595","Prospect Hill",201010,"0",0,45
"2596","Quinnipiac",201010,"0",0,121
"2597","West River",201010,"0",0,162
"2598","West Rock",201010,"0",0,100
"2599","Westville",201010,"0",0,52
"2600","Wooster Square/Mill River",201010,"0",0,168
"2601","Amity",201011,"0",0,93
"2602","Annex",201011,"0",0,131
"2603","Beaver Hills",201011,"0",0,95
"2604","Dixwell",201011,"0",0,116
"2605","Downtown",201011,"0",0,286
"2606","Dwight",201011,"0",0,177
"2607","East Rock",201011,"0",0,155
"2608","East Shore",201011,"0",0,51
"2609","Edgewood",201011,"0",0,130
"2610","Fair Haven",201011,"0",0,392
"2611","Fair Haven Heights",201011,"0",0,110
"2612","Hill",201011,"0",0,518
"2613","Long Wharf",201011,"0",0,129
"2614","Newhallville",201011,"0",0,203
"2615","Prospect Hill",201011,"0",0,54
"2616","Quinnipiac",201011,"0",0,155
"2617","West River",201011,"0",0,155
"2618","West Rock",201011,"0",0,91
"2619","Westville",201011,"0",0,55
"2620","Wooster Square/Mill River",201011,"0",0,208
"2621","Amity",201012,"0",0,102
"2622","Annex",201012,"0",0,113
"2623","Beaver Hills",201012,"0",0,94
"2624","Dixwell",201012,"0",0,135
"2625","Downtown",201012,"0",0,264
"2626","Dwight",201012,"0",0,121
"2627","East Rock",201012,"0",0,85
"2628","East Shore",201012,"0",0,37
"2629","Edgewood",201012,"0",0,130
"2630","Fair Haven",201012,"0",0,409
"2631","Fair Haven Heights",201012,"0",0,110
"2632","Hill",201012,"0",0,521
"2633","Long Wharf",201012,"0",0,131
"2634","Newhallville",201012,"0",0,182
"2635","Prospect Hill",201012,"0",0,50
"2636","Quinnipiac",201012,"0",0,164
"2637","West River",201012,"0",0,134
"2638","West Rock",201012,"0",0,103
"2639","Westville",201012,"0",0,61
"2640","Wooster Square/Mill River",201012,"0",0,138
"2641","Amity",201101,"0",0,86
"2642","Annex",201101,"0",0,86
