"","mNeighborhood","YearMonth","Gun","Any.Weapon","Num.Crimes"
"6758","Quinnipiac",200102,"1",1,8
"6759","West Rock",200102,"1",1,3
"6760","Westville",200102,"1",1,2
"6761","Wooster Square/Mill River",200102,"1",1,4
"6762","Amity",200103,"1",1,1
"6763","Annex",200103,"1",1,4
"6764","Beaver Hills",200103,"1",1,6
"6765","Dixwell",200103,"1",1,6
"6766","Downtown",200103,"1",1,10
"6767","Dwight",200103,"1",1,6
"6768","East Rock",200103,"1",1,1
"6769","Edgewood",200103,"1",1,5
"6770","Fair Haven",200103,"1",1,13
"6771","Fair Haven Heights",200103,"1",1,1
"6772","Hill",200103,"1",1,25
"6773","Long Wharf",200103,"1",1,2
"6774","Newhallville",200103,"1",1,3
"6775","Prospect Hill",200103,"1",1,1
"6776","Quinnipiac",200103,"1",1,1
"6777","West River",200103,"1",1,1
"6778","West Rock",200103,"1",1,9
"6779","Wooster Square/Mill River",200103,"1",1,5
"6780","Amity",200104,"1",1,5
"6781","Beaver Hills",200104,"1",1,1
"6782","Dixwell",200104,"1",1,12
"6783","Dwight",200104,"1",1,12
"6784","East Rock",200104,"1",1,2
"6785","East Shore",200104,"1",1,2
"6786","Edgewood",200104,"1",1,6
"6787","Fair Haven",200104,"1",1,17
"6788","Fair Haven Heights",200104,"1",1,5
"6789","Hill",200104,"1",1,12
"6790","Long Wharf",200104,"1",1,2
"6791","Newhallville",200104,"1",1,15
"6792","Quinnipiac",200104,"1",1,3
"6793","West River",200104,"1",1,8
"6794","West Rock",200104,"1",1,7
"6795","Westville",200104,"1",1,2
"6796","Wooster Square/Mill River",200104,"1",1,4
"6797","Amity",200105,"1",1,5
"6798","Annex",200105,"1",1,4
"6799","Beaver Hills",200105,"1",1,6
"6800","Dixwell",200105,"1",1,5
"6801","Downtown",200105,"1",1,12
"6802","Dwight",200105,"1",1,12
"6803","East Rock",200105,"1",1,4
"6804","East Shore",200105,"1",1,1
"6805","Edgewood",200105,"1",1,19
"6806","Fair Haven",200105,"1",1,29
"6807","Fair Haven Heights",200105,"1",1,4
"6808","Hill",200105,"1",1,21
"6809","Newhallville",200105,"1",1,3
"6810","Prospect Hill",200105,"1",1,5
"6811","Quinnipiac",200105,"1",1,8
"6812","West River",200105,"1",1,7
"6813","West Rock",200105,"1",1,10
"6814","Wooster Square/Mill River",200105,"1",1,5
"6815","Amity",200106,"1",1,5
"6816","Annex",200106,"1",1,5
"6817","Beaver Hills",200106,"1",1,4
"6818","Dixwell",200106,"1",1,12
"6819","Downtown",200106,"1",1,8
"6820","Dwight",200106,"1",1,18
"6821","East Rock",200106,"1",1,4
"6822","Edgewood",200106,"1",1,8
"6823","Fair Haven",200106,"1",1,26
"6824","Fair Haven Heights",200106,"1",1,8
"6825","Hill",200106,"1",1,30
"6826","Long Wharf",200106,"1",1,7
"6827","Newhallville",200106,"1",1,20
"6828","West River",200106,"1",1,9
"6829","West Rock",200106,"1",1,8
"6830","Westville",200106,"1",1,1
"6831","Wooster Square/Mill River",200106,"1",1,14
"6832","Amity",200107,"1",1,4
"6833","Annex",200107,"1",1,5
"6834","Beaver Hills",200107,"1",1,10
"6835","Dixwell",200107,"1",1,7
"6836","Downtown",200107,"1",1,11
"6837","Dwight",200107,"1",1,10
"6838","East Rock",200107,"1",1,4
"6839","East Shore",200107,"1",1,1
"6840","Edgewood",200107,"1",1,9
"6841","Fair Haven",200107,"1",1,35
"6842","Fair Haven Heights",200107,"1",1,1
"6843","Hill",200107,"1",1,19
"6844","Long Wharf",200107,"1",1,3
"6845","Newhallville",200107,"1",1,17
"6846","Prospect Hill",200107,"1",1,2
"6847","Quinnipiac",200107,"1",1,4
"6848","West River",200107,"1",1,11
"6849","West Rock",200107,"1",1,13
"6850","Westville",200107,"1",1,1
"6851","Wooster Square/Mill River",200107,"1",1,6
"6852","Amity",200108,"1",1,1
"6853","Beaver Hills",200108,"1",1,7
"6854","Dixwell",200108,"1",1,13
"6855","Downtown",200108,"1",1,5
"6856","Dwight",200108,"1",1,18
"6857","Edgewood",200108,"1",1,7
"6858","Fair Haven",200108,"1",1,28
"6859","Fair Haven Heights",200108,"1",1,4
"6860","Hill",200108,"1",1,31
"6861","Newhallville",200108,"1",1,12
"6862","Prospect Hill",200108,"1",1,2
"6863","Quinnipiac",200108,"1",1,7
"6864","West River",200108,"1",1,4
"6865","West Rock",200108,"1",1,8
"6866","Westville",200108,"1",1,1
"6867","Wooster Square/Mill River",200108,"1",1,10
"6868","Amity",200109,"1",1,13
"6869","Annex",200109,"1",1,3
"6870","Beaver Hills",200109,"1",1,5
"6871","Dixwell",200109,"1",1,14
"6872","Downtown",200109,"1",1,6
"6873","Dwight",200109,"1",1,12
"6874","East Rock",200109,"1",1,6
"6875","Edgewood",200109,"1",1,4
"6876","Fair Haven",200109,"1",1,56
"6877","Fair Haven Heights",200109,"1",1,6
"6878","Hill",200109,"1",1,33
"6879","Newhallville",200109,"1",1,22
"6880","Prospect Hill",200109,"1",1,1
"6881","Quinnipiac",200109,"1",1,7
"6882","West River",200109,"1",1,12
"6883","West Rock",200109,"1",1,14
"6884","Westville",200109,"1",1,4
"6885","Wooster Square/Mill River",200109,"1",1,13
"6886","Amity",200110,"1",1,7
"6887","Annex",200110,"1",1,2
"6888","Beaver Hills",200110,"1",1,5
"6889","Dixwell",200110,"1",1,14
"6890","Downtown",200110,"1",1,8
"6891","Dwight",200110,"1",1,13
"6892","East Rock",200110,"1",1,7
"6893","East Shore",200110,"1",1,5
"6894","Edgewood",200110,"1",1,14
"6895","Fair Haven",200110,"1",1,22
"6896","Fair Haven Heights",200110,"1",1,6
"6897","Hill",200110,"1",1,24
"6898","Long Wharf",200110,"1",1,1
"6899","Newhallville",200110,"1",1,12
"6900","Prospect Hill",200110,"1",1,4
"6901","Quinnipiac",200110,"1",1,10
"6902","West River",200110,"1",1,8
"6903","West Rock",200110,"1",1,6
"6904","Westville",200110,"1",1,2
"6905","Wooster Square/Mill River",200110,"1",1,1
"6906","Amity",200111,"1",1,2
"6907","Annex",200111,"1",1,3
"6908","Beaver Hills",200111,"1",1,4
"6909","Dixwell",200111,"1",1,8
"6910","Downtown",200111,"1",1,6
"6911","Dwight",200111,"1",1,12
"6912","East Rock",200111,"1",1,1
"6913","East Shore",200111,"1",1,1
"6914","Edgewood",200111,"1",1,6
"6915","Fair Haven",200111,"1",1,12
"6916","Fair Haven Heights",200111,"1",1,3
"6917","Hill",200111,"1",1,32
"6918","Newhallville",200111,"1",1,13
"6919","Prospect Hill",200111,"1",1,1
"6920","Quinnipiac",200111,"1",1,2
"6921","West River",200111,"1",1,2
"6922","West Rock",200111,"1",1,14
"6923","Westville",200111,"1",1,2
"6924","Wooster Square/Mill River",200111,"1",1,3
"6925","Amity",200112,"1",1,1
"6926","Annex",200112,"1",1,1
"6927","Beaver Hills",200112,"1",1,3
"6928","Dixwell",200112,"1",1,7
"6929","Downtown",200112,"1",1,4
"6930","Dwight",200112,"1",1,5
"6931","East Rock",200112,"1",1,3
"6932","Edgewood",200112,"1",1,6
"6933","Fair Haven",200112,"1",1,6
"6934","Fair Haven Heights",200112,"1",1,6
"6935","Hill",200112,"1",1,25
"6936","Newhallville",200112,"1",1,1
"6937","Prospect Hill",200112,"1",1,1
"6938","Quinnipiac",200112,"1",1,3
"6939","West River",200112,"1",1,4
"6940","West Rock",200112,"1",1,5
"6941","Wooster Square/Mill River",200112,"1",1,5
"6942","Amity",200201,"1",1,2
"6943","Annex",200201,"1",1,2
"6944","Beaver Hills",200201,"1",1,6
"6945","Dixwell",200201,"1",1,6
"6946","Downtown",200201,"1",1,6
"6947","Dwight",200201,"1",1,9
"6948","East Rock",200201,"1",1,5
"6949","East Shore",200201,"1",1,3
"6950","Edgewood",200201,"1",1,5
"6951","Fair Haven",200201,"1",1,17
"6952","Fair Haven Heights",200201,"1",1,2
"6953","Hill",200201,"1",1,32
"6954","Long Wharf",200201,"1",1,3
"6955","Newhallville",200201,"1",1,9
"6956","Prospect Hill",200201,"1",1,1
"6957","West River",200201,"1",1,3
"6958","West Rock",200201,"1",1,5
"6959","Westville",200201,"1",1,1
"6960","Wooster Square/Mill River",200201,"1",1,2
"6961","Annex",200202,"1",1,5
"6962","Beaver Hills",200202,"1",1,2
"6963","Dixwell",200202,"1",1,3
"6964","Downtown",200202,"1",1,2
"6965","Dwight",200202,"1",1,5
"6966","East Rock",200202,"1",1,1
"6967","Edgewood",200202,"1",1,4
"6968","Fair Haven",200202,"1",1,15
"6969","Fair Haven Heights",200202,"1",1,3
"6970","Hill",200202,"1",1,13
"6971","Newhallville",200202,"1",1,4
"6972","Prospect Hill",200202,"1",1,1
"6973","Quinnipiac",200202,"1",1,1
"6974","West Rock",200202,"1",1,1
"6975","Wooster Square/Mill River",200202,"1",1,1
"6976","Amity",200203,"1",1,3
"6977","Annex",200203,"1",1,6
"6978","Beaver Hills",200203,"1",1,5
"6979","Dixwell",200203,"1",1,5
"6980","Downtown",200203,"1",1,6
"6981","Dwight",200203,"1",1,15
"6982","East Rock",200203,"1",1,1
"6983","Edgewood",200203,"1",1,5
"6984","Fair Haven",200203,"1",1,28
"6985","Fair Haven Heights",200203,"1",1,10
"6986","Hill",200203,"1",1,22
"6987","Long Wharf",200203,"1",1,3
"6988","Newhallville",200203,"1",1,7
"6989","Prospect Hill",200203,"1",1,1
"6990","West River",200203,"1",1,5
"6991","West Rock",200203,"1",1,8
"6992","Westville",200203,"1",1,1
"6993","Wooster Square/Mill River",200203,"1",1,5
"6994","Amity",200204,"1",1,4
"6995","Annex",200204,"1",1,5
"6996","Beaver Hills",200204,"1",1,2
"6997","Dixwell",200204,"1",1,4
"6998","Downtown",200204,"1",1,9
"6999","Dwight",200204,"1",1,12
"7000","East Rock",200204,"1",1,2
"7001","Edgewood",200204,"1",1,4
"7002","Fair Haven",200204,"1",1,18
"7003","Fair Haven Heights",200204,"1",1,5
"7004","Hill",200204,"1",1,22
"7005","Long Wharf",200204,"1",1,1
"7006","Newhallville",200204,"1",1,6
"7007","Prospect Hill",200204,"1",1,1
"7008","Quinnipiac",200204,"1",1,4
"7009","West River",200204,"1",1,3
"7010","West Rock",200204,"1",1,4
"7011","Westville",200204,"1",1,2
"7012","Wooster Square/Mill River",200204,"1",1,6
"7013","Amity",200205,"1",1,2
"7014","Annex",200205,"1",1,1
"7015","Beaver Hills",200205,"1",1,4
"7016","Dixwell",200205,"1",1,8
"7017","Downtown",200205,"1",1,5
"7018","Dwight",200205,"1",1,10
"7019","East Rock",200205,"1",1,4
"7020","Edgewood",200205,"1",1,5
"7021","Fair Haven",200205,"1",1,13
"7022","Fair Haven Heights",200205,"1",1,6
"7023","Hill",200205,"1",1,21
"7024","Long Wharf",200205,"1",1,2
"7025","Newhallville",200205,"1",1,6
"7026","West Rock",200205,"1",1,4
"7027","Westville",200205,"1",1,3
"7028","Wooster Square/Mill River",200205,"1",1,5
"7029","Amity",200206,"1",1,2
"7030","Annex",200206,"1",1,1
"7031","Beaver Hills",200206,"1",1,1
"7032","Dixwell",200206,"1",1,6
"7033","Downtown",200206,"1",1,1
"7034","Dwight",200206,"1",1,1
"7035","East Shore",200206,"1",1,3
"7036","Edgewood",200206,"1",1,5
"7037","Fair Haven",200206,"1",1,23
"7038","Hill",200206,"1",1,16
"7039","Long Wharf",200206,"1",1,1
"7040","Newhallville",200206,"1",1,3
"7041","West River",200206,"1",1,8
"7042","West Rock",200206,"1",1,3
"7043","Westville",200206,"1",1,1
"7044","Wooster Square/Mill River",200206,"1",1,1
"7045","Amity",200207,"1",1,5
"7046","Annex",200207,"1",1,1
"7047","Beaver Hills",200207,"1",1,1
"7048","Dixwell",200207,"1",1,7
"7049","Downtown",200207,"1",1,7
"7050","Dwight",200207,"1",1,2
"7051","East Rock",200207,"1",1,1
"7052","Edgewood",200207,"1",1,2
"7053","Fair Haven",200207,"1",1,12
"7054","Fair Haven Heights",200207,"1",1,3
"7055","Hill",200207,"1",1,21
"7056","Long Wharf",200207,"1",1,2
"7057","Newhallville",200207,"1",1,2
"7058","Quinnipiac",200207,"1",1,2
"7059","West River",200207,"1",1,2
"7060","West Rock",200207,"1",1,3
"7061","Westville",200207,"1",1,1
"7062","Wooster Square/Mill River",200207,"1",1,1
"7063","Amity",200208,"1",1,2
"7064","Annex",200208,"1",1,4
"7065","Beaver Hills",200208,"1",1,1
"7066","Dixwell",200208,"1",1,13
"7067","Downtown",200208,"1",1,5
"7068","Dwight",200208,"1",1,7
"7069","East Rock",200208,"1",1,1
"7070","Edgewood",200208,"1",1,5
"7071","Fair Haven",200208,"1",1,17
"7072","Fair Haven Heights",200208,"1",1,4
"7073","Hill",200208,"1",1,29
"7074","Long Wharf",200208,"1",1,1
"7075","Newhallville",200208,"1",1,14
"7076","Prospect Hill",200208,"1",1,1
"7077","Quinnipiac",200208,"1",1,8
"7078","West River",200208,"1",1,7
"7079","West Rock",200208,"1",1,5
"7080","Wooster Square/Mill River",200208,"1",1,5
"7081","Annex",200209,"1",1,1
"7082","Beaver Hills",200209,"1",1,7
"7083","Dixwell",200209,"1",1,8
"7084","Downtown",200209,"1",1,10
"7085","Dwight",200209,"1",1,11
"7086","East Rock",200209,"1",1,5
"7087","Edgewood",200209,"1",1,4
"7088","Fair Haven",200209,"1",1,11
"7089","Fair Haven Heights",200209,"1",1,6
"7090","Hill",200209,"1",1,26
"7091","Long Wharf",200209,"1",1,4
"7092","Newhallville",200209,"1",1,12
"7093","Quinnipiac",200209,"1",1,5
"7094","West River",200209,"1",1,7
"7095","West Rock",200209,"1",1,4
"7096","Wooster Square/Mill River",200209,"1",1,1
"7097","Amity",200210,"1",1,4
"7098","Annex",200210,"1",1,10
"7099","Beaver Hills",200210,"1",1,6
"7100","Dixwell",200210,"1",1,16
"7101","Downtown",200210,"1",1,1
"7102","Dwight",200210,"1",1,7
"7103","East Rock",200210,"1",1,4
"7104","Edgewood",200210,"1",1,13
"7105","Fair Haven",200210,"1",1,25
"7106","Fair Haven Heights",200210,"1",1,2
"7107","Hill",200210,"1",1,19
"7108","Long Wharf",200210,"1",1,3
"7109","Newhallville",200210,"1",1,13
"7110","Quinnipiac",200210,"1",1,3
"7111","West River",200210,"1",1,5
"7112","West Rock",200210,"1",1,11
"7113","Amity",200211,"1",1,3
"7114","Annex",200211,"1",1,5
"7115","Beaver Hills",200211,"1",1,3
"7116","Dixwell",200211,"1",1,11
"7117","Downtown",200211,"1",1,2
"7118","Dwight",200211,"1",1,11
"7119","East Rock",200211,"1",1,2
"7120","East Shore",200211,"1",1,1
"7121","Edgewood",200211,"1",1,5
"7122","Fair Haven",200211,"1",1,15
"7123","Fair Haven Heights",200211,"1",1,2
"7124","Hill",200211,"1",1,22
"7125","Newhallville",200211,"1",1,4
"7126","Prospect Hill",200211,"1",1,4
"7127","Quinnipiac",200211,"1",1,1
"7128","West River",200211,"1",1,1
"7129","Westville",200211,"1",1,1
"7130","Wooster Square/Mill River",200211,"1",1,6
"7131","Amity",200212,"1",1,4
"7132","Annex",200212,"1",1,2
"7133","Beaver Hills",200212,"1",1,5
"7134","Dixwell",200212,"1",1,13
"7135","Downtown",200212,"1",1,4
"7136","Dwight",200212,"1",1,12
"7137","East Rock",200212,"1",1,4
"7138","Edgewood",200212,"1",1,7
"7139","Fair Haven",200212,"1",1,13
"7140","Fair Haven Heights",200212,"1",1,1
"7141","Hill",200212,"1",1,23
"7142","Long Wharf",200212,"1",1,2
"7143","Newhallville",200212,"1",1,13
"7144","Prospect Hill",200212,"1",1,1
"7145","West River",200212,"1",1,3
"7146","West Rock",200212,"1",1,2
"7147","Westville",200212,"1",1,2
"7148","Wooster Square/Mill River",200212,"1",1,1
"7149","Amity",200301,"1",1,7
"7150","Annex",200301,"1",1,3
"7151","Beaver Hills",200301,"1",1,4
"7152","Dixwell",200301,"1",1,13
"7153","Downtown",200301,"1",1,15
"7154","Dwight",200301,"1",1,10
"7155","East Shore",200301,"1",1,2
"7156","Edgewood",200301,"1",1,12
"7157","Fair Haven",200301,"1",1,21
"7158","Fair Haven Heights",200301,"1",1,2
"7159","Hill",200301,"1",1,18
"7160","Long Wharf",200301,"1",1,4
"7161","Newhallville",200301,"1",1,12
"7162","Prospect Hill",200301,"1",1,1
"7163","Quinnipiac",200301,"1",1,5
"7164","West River",200301,"1",1,4
"7165","West Rock",200301,"1",1,3
"7166","Wooster Square/Mill River",200301,"1",1,15
"7167","Amity",200302,"1",1,3
"7168","Annex",200302,"1",1,2
"7169","Beaver Hills",200302,"1",1,1
"7170","Dixwell",200302,"1",1,4
"7171","Dwight",200302,"1",1,6
"7172","East Rock",200302,"1",1,1
"7173","Edgewood",200302,"1",1,4
"7174","Fair Haven",200302,"1",1,18
"7175","Fair Haven Heights",200302,"1",1,5
"7176","Hill",200302,"1",1,11
"7177","Newhallville",200302,"1",1,9
"7178","Quinnipiac",200302,"1",1,1
"7179","West River",200302,"1",1,2
"7180","West Rock",200302,"1",1,4
"7181","Wooster Square/Mill River",200302,"1",1,3
"7182","Amity",200303,"1",1,7
"7183","Annex",200303,"1",1,5
"7184","Beaver Hills",200303,"1",1,1
"7185","Dixwell",200303,"1",1,10
"7186","Downtown",200303,"1",1,2
"7187","Dwight",200303,"1",1,9
"7188","East Rock",200303,"1",1,1
"7189","Edgewood",200303,"1",1,7
"7190","Fair Haven",200303,"1",1,23
"7191","Fair Haven Heights",200303,"1",1,5
"7192","Hill",200303,"1",1,26
"7193","Long Wharf",200303,"1",1,3
"7194","Newhallville",200303,"1",1,11
"7195","Prospect Hill",200303,"1",1,1
"7196","Quinnipiac",200303,"1",1,2
"7197","West River",200303,"1",1,4
"7198","West Rock",200303,"1",1,6
"7199","Westville",200303,"1",1,1
"7200","Wooster Square/Mill River",200303,"1",1,7
"7201","Amity",200304,"1",1,8
"7202","Annex",200304,"1",1,4
"7203","Beaver Hills",200304,"1",1,7
"7204","Dixwell",200304,"1",1,7
"7205","Downtown",200304,"1",1,5
"7206","Dwight",200304,"1",1,14
"7207","Edgewood",200304,"1",1,17
"7208","Fair Haven",200304,"1",1,12
"7209","Fair Haven Heights",200304,"1",1,4
"7210","Hill",200304,"1",1,30
"7211","Long Wharf",200304,"1",1,3
"7212","Newhallville",200304,"1",1,19
"7213","Quinnipiac",200304,"1",1,3
"7214","West River",200304,"1",1,11
"7215","West Rock",200304,"1",1,8
"7216","Wooster Square/Mill River",200304,"1",1,14
"7217","Amity",200305,"1",1,6
"7218","Annex",200305,"1",1,8
"7219","Beaver Hills",200305,"1",1,4
"7220","Dixwell",200305,"1",1,17
"7221","Downtown",200305,"1",1,8
"7222","Dwight",200305,"1",1,18
"7223","Edgewood",200305,"1",1,7
"7224","Fair Haven",200305,"1",1,22
"7225","Fair Haven Heights",200305,"1",1,3
"7226","Hill",200305,"1",1,20
"7227","Long Wharf",200305,"1",1,2
"7228","Newhallville",200305,"1",1,21
"7229","Prospect Hill",200305,"1",1,2
"7230","Quinnipiac",200305,"1",1,7
"7231","West River",200305,"1",1,11
"7232","West Rock",200305,"1",1,4
"7233","Wooster Square/Mill River",200305,"1",1,4
"7234","Amity",200306,"1",1,4
"7235","Annex",200306,"1",1,1
"7236","Beaver Hills",200306,"1",1,3
"7237","Dixwell",200306,"1",1,4
"7238","Downtown",200306,"1",1,1
"7239","Dwight",200306,"1",1,14
"7240","East Rock",200306,"1",1,5
"7241","Edgewood",200306,"1",1,22
"7242","Fair Haven",200306,"1",1,16
"7243","Fair Haven Heights",200306,"1",1,5
"7244","Hill",200306,"1",1,20
"7245","Long Wharf",200306,"1",1,1
"7246","Newhallville",200306,"1",1,20
"7247","Prospect Hill",200306,"1",1,1
"7248","Quinnipiac",200306,"1",1,7
"7249","West River",200306,"1",1,2
"7250","West Rock",200306,"1",1,8
"7251","Westville",200306,"1",1,2
"7252","Wooster Square/Mill River",200306,"1",1,5
"7253","Amity",200307,"1",1,9
"7254","Annex",200307,"1",1,3
"7255","Beaver Hills",200307,"1",1,4
"7256","Dixwell",200307,"1",1,12
"7257","Downtown",200307,"1",1,7
"7258","Dwight",200307,"1",1,9
"7259","East Rock",200307,"1",1,2
"7260","Edgewood",200307,"1",1,9
"7261","Fair Haven",200307,"1",1,19
"7262","Fair Haven Heights",200307,"1",1,6
"7263","Hill",200307,"1",1,23
"7264","Long Wharf",200307,"1",1,5
"7265","Newhallville",200307,"1",1,10
"7266","Prospect Hill",200307,"1",1,2
"7267","West River",200307,"1",1,13
"7268","West Rock",200307,"1",1,6
"7269","Westville",200307,"1",1,4
"7270","Wooster Square/Mill River",200307,"1",1,6
"7271","Amity",200308,"1",1,3
"7272","Annex",200308,"1",1,6
"7273","Beaver Hills",200308,"1",1,4
"7274","Dixwell",200308,"1",1,13
"7275","Downtown",200308,"1",1,4
"7276","Dwight",200308,"1",1,11
"7277","East Rock",200308,"1",1,3
"7278","Edgewood",200308,"1",1,9
"7279","Fair Haven",200308,"1",1,20
"7280","Fair Haven Heights",200308,"1",1,3
"7281","Hill",200308,"1",1,21
"7282","Long Wharf",200308,"1",1,3
"7283","Newhallville",200308,"1",1,24
"7284","Prospect Hill",200308,"1",1,5
"7285","Quinnipiac",200308,"1",1,4
"7286","West River",200308,"1",1,14
"7287","West Rock",200308,"1",1,4
"7288","Westville",200308,"1",1,2
"7289","Amity",200309,"1",1,3
"7290","Annex",200309,"1",1,4
"7291","Beaver Hills",200309,"1",1,9
"7292","Dixwell",200309,"1",1,17
"7293","Downtown",200309,"1",1,2
"7294","Dwight",200309,"1",1,13
"7295","East Rock",200309,"1",1,4
"7296","Edgewood",200309,"1",1,7
"7297","Fair Haven",200309,"1",1,30
"7298","Hill",200309,"1",1,34
"7299","Long Wharf",200309,"1",1,10
"7300","Newhallville",200309,"1",1,9
"7301","Prospect Hill",200309,"1",1,2
"7302","Quinnipiac",200309,"1",1,11
"7303","West River",200309,"1",1,7
"7304","West Rock",200309,"1",1,7
"7305","Westville",200309,"1",1,2
"7306","Wooster Square/Mill River",200309,"1",1,9
"7307","Amity",200310,"1",1,11
"7308","Annex",200310,"1",1,4
"7309","Beaver Hills",200310,"1",1,5
"7310","Dixwell",200310,"1",1,16
"7311","Downtown",200310,"1",1,3
"7312","Dwight",200310,"1",1,13
"7313","East Rock",200310,"1",1,1
"7314","East Shore",200310,"1",1,1
"7315","Edgewood",200310,"1",1,10
"7316","Fair Haven",200310,"1",1,23
"7317","Fair Haven Heights",200310,"1",1,7
"7318","Hill",200310,"1",1,29
"7319","Long Wharf",200310,"1",1,2
"7320","Newhallville",200310,"1",1,5
"7321","Prospect Hill",200310,"1",1,3
"7322","Quinnipiac",200310,"1",1,4
"7323","West River",200310,"1",1,6
"7324","West Rock",200310,"1",1,3
"7325","Wooster Square/Mill River",200310,"1",1,11
"7326","Amity",200311,"1",1,11
"7327","Annex",200311,"1",1,3
"7328","Beaver Hills",200311,"1",1,6
"7329","Dixwell",200311,"1",1,12
"7330","Downtown",200311,"1",1,9
"7331","Dwight",200311,"1",1,11
"7332","East Rock",200311,"1",1,2
"7333","Edgewood",200311,"1",1,16
"7334","Fair Haven",200311,"1",1,19
"7335","Fair Haven Heights",200311,"1",1,3
"7336","Hill",200311,"1",1,14
"7337","Long Wharf",200311,"1",1,2
"7338","Newhallville",200311,"1",1,11
"7339","Prospect Hill",200311,"1",1,3
"7340","Quinnipiac",200311,"1",1,2
"7341","West River",200311,"1",1,14
"7342","West Rock",200311,"1",1,2
"7343","Wooster Square/Mill River",200311,"1",1,11
"7344","Amity",200312,"1",1,7
"7345","Annex",200312,"1",1,2
"7346","Beaver Hills",200312,"1",1,3
"7347","Dixwell",200312,"1",1,6
"7348","Dwight",200312,"1",1,9
"7349","East Rock",200312,"1",1,6
"7350","East Shore",200312,"1",1,1
"7351","Edgewood",200312,"1",1,8
"7352","Fair Haven",200312,"1",1,27
"7353","Fair Haven Heights",200312,"1",1,2
"7354","Hill",200312,"1",1,25
"7355","Newhallville",200312,"1",1,16
"7356","Prospect Hill",200312,"1",1,4
"7357","Quinnipiac",200312,"1",1,9
"7358","West River",200312,"1",1,6
"7359","West Rock",200312,"1",1,9
"7360","Wooster Square/Mill River",200312,"1",1,3
"7361","Amity",200401,"1",1,2
"7362","Annex",200401,"1",1,4
"7363","Beaver Hills",200401,"1",1,6
"7364","Dixwell",200401,"1",1,7
"7365","Downtown",200401,"1",1,4
"7366","Dwight",200401,"1",1,6
"7367","Edgewood",200401,"1",1,1
"7368","Fair Haven",200401,"1",1,30
"7369","Fair Haven Heights",200401,"1",1,5
"7370","Hill",200401,"1",1,15
"7371","Long Wharf",200401,"1",1,2
"7372","Newhallville",200401,"1",1,8
"7373","Prospect Hill",200401,"1",1,2
"7374","Quinnipiac",200401,"1",1,3
"7375","West River",200401,"1",1,4
"7376","West Rock",200401,"1",1,5
"7377","Wooster Square/Mill River",200401,"1",1,2
"7378","Amity",200402,"1",1,9
"7379","Annex",200402,"1",1,1
"7380","Beaver Hills",200402,"1",1,6
"7381","Dixwell",200402,"1",1,13
"7382","Downtown",200402,"1",1,10
"7383","Dwight",200402,"1",1,6
"7384","East Rock",200402,"1",1,5
"7385","Edgewood",200402,"1",1,7
"7386","Fair Haven",200402,"1",1,26
"7387","Fair Haven Heights",200402,"1",1,6
"7388","Hill",200402,"1",1,42
"7389","Long Wharf",200402,"1",1,1
"7390","Newhallville",200402,"1",1,32
"7391","Quinnipiac",200402,"1",1,3
"7392","West River",200402,"1",1,7
"7393","West Rock",200402,"1",1,5
"7394","Wooster Square/Mill River",200402,"1",1,2
"7395","Amity",200403,"1",1,3
"7396","Annex",200403,"1",1,3
"7397","Beaver Hills",200403,"1",1,8
"7398","Dixwell",200403,"1",1,4
"7399","Downtown",200403,"1",1,4
"7400","Dwight",200403,"1",1,11
"7401","East Rock",200403,"1",1,1
"7402","Edgewood",200403,"1",1,8
"7403","Fair Haven",200403,"1",1,15
"7404","Fair Haven Heights",200403,"1",1,3
"7405","Hill",200403,"1",1,24
"7406","Newhallville",200403,"1",1,12
"7407","Prospect Hill",200403,"1",1,2
"7408","Quinnipiac",200403,"1",1,11
"7409","West River",200403,"1",1,8
"7410","West Rock",200403,"1",1,13
"7411","Westville",200403,"1",1,4
"7412","Wooster Square/Mill River",200403,"1",1,2
"7413","Amity",200404,"1",1,13
"7414","Annex",200404,"1",1,2
"7415","Beaver Hills",200404,"1",1,6
"7416","Dixwell",200404,"1",1,14
"7417","Dwight",200404,"1",1,5
"7418","East Rock",200404,"1",1,4
"7419","East Shore",200404,"1",1,2
"7420","Edgewood",200404,"1",1,19
"7421","Fair Haven",200404,"1",1,21
"7422","Fair Haven Heights",200404,"1",1,3
"7423","Hill",200404,"1",1,25
"7424","Newhallville",200404,"1",1,11
"7425","West River",200404,"1",1,10
"7426","West Rock",200404,"1",1,6
"7427","Wooster Square/Mill River",200404,"1",1,2
"7428","Amity",200405,"1",1,12
"7429","Annex",200405,"1",1,5
"7430","Beaver Hills",200405,"1",1,2
"7431","Dixwell",200405,"1",1,7
"7432","Downtown",200405,"1",1,5
"7433","Dwight",200405,"1",1,9
"7434","East Rock",200405,"1",1,2
"7435","East Shore",200405,"1",1,1
"7436","Edgewood",200405,"1",1,11
"7437","Fair Haven",200405,"1",1,24
"7438","Fair Haven Heights",200405,"1",1,1
"7439","Hill",200405,"1",1,17
"7440","Long Wharf",200405,"1",1,1
"7441","Newhallville",200405,"1",1,15
"7442","Prospect Hill",200405,"1",1,4
"7443","Quinnipiac",200405,"1",1,3
"7444","West River",200405,"1",1,7
"7445","West Rock",200405,"1",1,3
"7446","Wooster Square/Mill River",200405,"1",1,6
"7447","Amity",200406,"1",1,5
"7448","Annex",200406,"1",1,5
"7449","Dixwell",200406,"1",1,13
"7450","Downtown",200406,"1",1,7
